,NER,VALUE
321,"{'GAME', 'EMO'}",0.01503915252574032
322,"{'NEWS', 'EMO'}",0.01233503662068802
323,"{'CONF', 'EMO'}",0.011285963701749092
324,"{'COND', 'EMO'}",0.022547208028224124
325,"{'APP', 'EMO'}",0.024978296410479724
326,"{'VERSION', 'EMO'}",0.015621569105359646
327,"{'LIB', 'EMO'}",0.018437028940823805
328,"{'FRAME', 'EMO'}",0.018303473955707653
329,"{'ADV', 'LANG'}",0.02876145735249473
330,"{'ADV', 'TECH'}",0.042620427204614085
331,"{'OS', 'ADV'}",0.03943112443248681
332,"{'PROGRAM', 'ADV'}",0.0027872123011600334
333,"{'ADV', 'DEVICE'}",0.033708503337492944
334,"{'ADV', 'SITE'}",0.022292503393436563
335,"{'ADV', 'ANNOUNCE'}",0.026007009220527504
336,"{'MATH', 'ADV'}",0.03148414044080556
337,"{'GAME', 'ADV'}",0.027547522287185322
338,"{'NEWS', 'ADV'}",0.02576271594112709
339,"{'ADV', 'CONF'}",0.025183906829391846
340,"{'COND', 'ADV'}",0.032302169543000935
341,"{'APP', 'ADV'}",0.0339176830780201
342,"{'VERSION', 'ADV'}",0.027208154489485572
343,"{'LIB', 'ADV'}",0.029718465189253508
344,"{'FRAME', 'ADV'}",0.029679480166382742
345,"{'TECH', 'LANG'}",0.03535029032533679
346,"{'OS', 'LANG'}",0.027571946278345333
347,"{'PROGRAM', 'LANG'}",-0.0069177456836728105
348,"{'DEVICE', 'LANG'}",0.023341699651566943
349,"{'SITE', 'LANG'}",0.008539209111295574
350,"{'ANNOUNCE', 'LANG'}",0.010724415363125432
351,"{'MATH', 'LANG'}",0.016893106590106694
352,"{'GAME', 'LANG'}",0.01221702302488778
353,"{'NEWS', 'LANG'}",0.010620041184798758
354,"{'CONF', 'LANG'}",0.009794131003291852
355,"{'COND', 'LANG'}",0.01711140247134443
356,"{'APP', 'LANG'}",0.018962827186885575
357,"{'VERSION', 'LANG'}",0.013602757422378303
358,"{'LIB', 'LANG'}",0.014598498656045414
359,"{'FRAME', 'LANG'}",0.014472120324254944
360,"{'OS', 'TECH'}",0.04182512796168057
361,"{'PROGRAM', 'TECH'}",0.017874553204646287
362,"{'DEVICE', 'TECH'}",0.03929050391324879
363,"{'TECH', 'SITE'}",0.031014898618406866
364,"{'ANNOUNCE', 'TECH'}",0.032602055228624964
